fullName,organizations,location,status,typeOfDeath,startDisplay,mtpage,type,motiveConfirmed,charges
Orlando Sierra Hernández,La Patria,Colombia,Killed,Murder,"February 1, 2002",https://cpj.org/data/people/orlando-sierra-hernandez/,Journalist,Confirmed,
Osama al-Habaly,Abounaddara Collective,Syria,Killed,Unknown,"December 31, 2017",https://cpj.org/data/people/osama-al-habaly/,Journalist,Confirmed,
Osama Jumaa,Images Live,Syria,Killed,Crossfire,"June 5, 2016",https://cpj.org/data/people/osama-jumaa/,Journalist,Confirmed,
Osama Nasr al-Zoabi,Syrian Media Organization (SMO),Syria,Killed,Crossfire,"August 21, 2017",https://cpj.org/data/people/osama-nasr-al-zoabi/,Journalist,Confirmed,
Oscar García Calderón,El Espectador,Colombia,Killed,Murder,"February 22, 1998",https://cpj.org/data/people/oscar-garcia-calderon/,Journalist,Confirmed,
Othman al-Mashhadani,Al-Watan,Iraq,Killed,Murder,"April 6, 2007",https://cpj.org/data/people/othman-al-mashhadani/,Journalist,Confirmed,
P. Srinivas Rao,Eenadu Television (E-TV),India,Killed,Dangerous Assignment,"November 19, 1997",https://cpj.org/data/people/p-srinivas-rao/,Journalist,Confirmed,
Pablo Emilio Medina Motta,TV Garzón,Colombia,Killed,Crossfire,"December 4, 1999",https://cpj.org/data/people/pablo-emilio-medina-motta/,Journalist,Confirmed,
Pablo Medina Velázquez,ABC Color,Paraguay,Killed,Murder,"October 16, 2014",https://cpj.org/data/people/pablo-medina-velazquez/,Journalist,Confirmed,
Pablo Morrugares Parraguirre,PM Noticias,Mexico,Killed,Murder,"August 2, 2020",https://cpj.org/data/people/pablo-morrugares-parraguirre/,Journalist,Confirmed,
Parag Kumar Das,Asomiya Pratidin,India,Killed,Murder,"May 17, 1996",https://cpj.org/data/people/parag-kumar-das/,Journalist,Confirmed,
Paranirupasingham Devakumar,News 1st,Sri Lanka,Killed,Murder,"May 28, 2008",https://cpj.org/data/people/paranirupasingham-devakumar/,Journalist,Confirmed,
Parmenio Medina Pérez,"""La Patada""",Costa Rica,Killed,Murder,"July 7, 2001",https://cpj.org/data/people/parmenio-medina-perez/,Journalist,Confirmed,
Parvaz Mohammed Sultan,News and Feature Alliance,India,Killed,Murder,"January 31, 2003",https://cpj.org/data/people/parvaz-mohammed-sultan/,Journalist,Confirmed,
Paul Douglas,CBS,Iraq,Killed,Crossfire,"May 29, 2006",https://cpj.org/data/people/paul-douglas/,Journalist,Confirmed,
Paul Jenks,European Pressphoto Agency,Croatia,Killed,Crossfire,"January 17, 1992",https://cpj.org/data/people/paul-jenks/,Journalist,Confirmed,
Paul Kiggundu,TOP Radio and TV,Uganda,Killed,Murder,"September 11, 2010",https://cpj.org/data/people/paul-kiggundu/,Journalist,Confirmed,
Paul Klebnikov,Forbes Russia,Russia,Killed,Murder,"July 9, 2004",https://cpj.org/data/people/paul-klebnikov/,Journalist,Confirmed,
Paul Mansaray,Standard Times,Sierra Leone,Killed,Murder,"January 9, 1999",https://cpj.org/data/people/paul-mansaray/,Journalist,Confirmed,
Paul Moran,Freelance,Iraq,Killed,Crossfire,"March 22, 2003",https://cpj.org/data/people/paul-moran/,Journalist,Confirmed,
Paúl Rivas Bravo,El Comercio,Colombia,Killed,Murder,"April 10, 2018",https://cpj.org/data/people/paul-rivas-bravo/,Journalist,Confirmed,
Paulos Kidane,Eri-TV and Dimtsi Hafash,Eritrea,Killed,Unknown,"June 1, 2007",https://cpj.org/data/people/paulos-kidane/,Journalist,Confirmed,
Pavel Makeev,Puls,Russia,Killed,Murder,"May 21, 2005",https://cpj.org/data/people/pavel-makeev/,Journalist,Confirmed,
Pavel Sheremet,"Ukrainska Pravda, Radio Vesti",Ukraine,Killed,Murder,"July 20, 2016",https://cpj.org/data/people/pavel-sheremet/,Journalist,Confirmed,
Pedro Alfonso Flores Silva,Channel 6,Peru,Killed,Murder,"September 8, 2011",https://cpj.org/data/people/pedro-alfonso-flores-silva/,Journalist,Confirmed,
Pedro Palma,Panorama Regional,Brazil,Killed,Murder,"February 13, 2014",https://cpj.org/data/people/pedro-palma/,Journalist,Confirmed,
Pedro Yauri,Radio Universal,Peru,Killed,Murder,"June 24, 1992",https://cpj.org/data/people/pedro-yauri/,Journalist,Confirmed,
Per-Ove Carlsson,Freelancer,Papua New Guinea,Killed,Murder,"April 29, 1992",https://cpj.org/data/people/per-ove-carlsson/,Journalist,Confirmed,
Percival Mabasa,DWBL 1242 Radio,Philippines,Killed,Murder,"October 3, 2022",https://cpj.org/data/people/percival-mabasa/,Journalist,Confirmed,
Pervez Khan,Waqt TV,Pakistan,Killed,Dangerous Assignment,"December 6, 2010",https://cpj.org/data/people/pervez-khan/,Journalist,Confirmed,
Phamon Phonphanit,Sue Samut Atyakam,Thailand,Killed,Dangerous Assignment,"September 24, 2011",https://cpj.org/data/people/phamon-phonphanit/,Journalist,Confirmed,
Philip Agustin,Starline Times Recorder,Philippines,Killed,Murder,"May 10, 2005",https://cpj.org/data/people/philip-agustin/,Journalist,Confirmed,
Philip True,San Antonio Express-News,Mexico,Killed,Murder,"December 15, 1998",https://cpj.org/data/people/philip-true/,Journalist,Confirmed,
Philippe Honoré,Freelance,France,Killed,Murder,"January 7, 2015",https://cpj.org/data/people/philippe-honore/,Journalist,Confirmed,
Pierre Anceaux,Freelance,Somalia,Killed,Murder,"August 31, 1994",https://cpj.org/data/people/pierre-anceaux/,Journalist,Confirmed,
Pierre Billaud,Radio Télévision Luxembourg,Afghanistan,Killed,Crossfire,"November 11, 2001",https://cpj.org/data/people/pierre-billaud/,Journalist,Confirmed,
Pierre Kabeya,Kin-Matin,Democratic Republic of the Congo,Killed,Murder,"June 8, 1994",https://cpj.org/data/people/pierre-kabeya/,Journalist,Confirmed,
Pierre Zakrzewski,Fox News,Ukraine,Killed,Crossfire,"March 14, 2022",https://cpj.org/data/people/pierre-zakrzewski/,Journalist,Confirmed,
Pirimkul Sattori,Khatlon,Tajikistan,Killed,Murder,"May 28, 1993",https://cpj.org/data/people/pirimkul-sattori/,Journalist,Confirmed,
Pradeep Bhatia,The Hindustan Times,India,Killed,Dangerous Assignment,"August 10, 2000",https://cpj.org/data/people/pradeep-bhatia/,Journalist,Confirmed,
Prahlad Goala,Asomiya Khabar,India,Killed,Murder,"January 6, 2006",https://cpj.org/data/people/prahlad-goala/,Journalist,Confirmed,
Prakash Singh Thakuri,Freelance,Nepal,Killed,Murder,"July 1, 2007",https://cpj.org/data/people/prakash-singh-thakuri/,Journalist,Confirmed,
Precious Owolabi,Channels TV,Nigeria,Killed,Dangerous Assignment,"July 22, 2019",https://cpj.org/data/people/precious-owolabi/,Journalist,Confirmed,
Pu Tuidim,Khonumthung Media Group,Myanmar,Killed,Murder,"January 8, 2022",https://cpj.org/data/people/pu-tuidim/,Journalist,Confirmed,
Puniyamoorthy Sathiyamoorthy,Freelance,Sri Lanka,Killed,Dangerous Assignment,"February 12, 2009",https://cpj.org/data/people/puniyamoorthy-sathiyamoorthy/,Journalist,Confirmed,
Qais al-Jazar (Qais al-Qadhi),Al-Jisr TV,Syria,Killed,Crossfire,"October 29, 2017",https://cpj.org/data/people/qais-al-jazar-qais-al-qadhi/,Journalist,Confirmed,
Raad Mutashar,Al-Raad,Iraq,Killed,Murder,"May 9, 2007",https://cpj.org/data/people/raad-mutashar/,Journalist,Confirmed,
Raad Yassin Al-Baddi,Salaheddin TV,Iraq,Killed,Murder,"December 23, 2013",https://cpj.org/data/people/raad-yassin-al-baddi/,Journalist,Confirmed,
Rabah Zenati,Algerian State Television,Algeria,Killed,Murder,"August 3, 1993",https://cpj.org/data/people/rabah-zenati/,Journalist,Confirmed,
Rabih Al Maamari,Al-Mayadeen TV,Lebanon,Killed,Dangerous Assignment,"November 21, 2023",https://cpj.org/data/people/rabih-al-maamari/,Journalist,Confirmed,
Rachida Hammadi,Algerian State Television,Algeria,Killed,Murder,"March 31, 1995",https://cpj.org/data/people/rachida-hammadi/,Journalist,Confirmed,
Raed Fares,Radio Fresh,Syria,Killed,Murder,"November 23, 2018",https://cpj.org/data/people/raed-fares/,Journalist,Confirmed,
Raeda Wazzan,Al-Iraqiya,Iraq,Killed,Murder,"February 25, 2005",https://cpj.org/data/people/raeda-wazzan/,Journalist,Confirmed,
Rafael Emiro Moreno Garavito,Voces De Córdoba,Colombia,Killed,Murder,"October 16, 2022",https://cpj.org/data/people/rafael-emiro-moreno-garavito/,Journalist,Confirmed,
Rafael Enrique Prins Velásquez,Apocalipsis,Colombia,Killed,Murder,"February 19, 2005",https://cpj.org/data/people/rafael-enrique-prins-velasquez/,Journalist,Confirmed,
Rafael Murúa Manríquez,Radiokoshana FM,Mexico,Killed,Murder,"January 20, 2019",https://cpj.org/data/people/rafael-murua-manriquez/,Journalist,Confirmed,
Rafed Mahmoud Said al-Anbagy,Diyala TV and Radio,Iraq,Killed,Murder,"August 27, 2005",https://cpj.org/data/people/rafed-mahmoud-said-al-anbagy/,Journalist,Confirmed,
Raffaele Ciriello,Freelance,Israel and the Occupied Palestinian Territory,Killed,Crossfire,"March 13, 2002",https://cpj.org/data/people/raffaele-ciriello/,Journalist,Confirmed,
Rafiq Tagi,Freelance,Azerbaijan,Killed,Murder,"November 23, 2011",https://cpj.org/data/people/rafiq-tagi/,Journalist,Confirmed,
Rahmatullah Nikzad,Freelance,Afghanistan,Killed,Murder,"December 21, 2020",https://cpj.org/data/people/rahmatullah-nikzad/,Journalist,Confirmed,
Rajdev Ranjan,Hindustan,India,Killed,Murder,"May 13, 2016",https://cpj.org/data/people/rajdev-ranjan/,Journalist,Confirmed,
Rajesh Mishra,Dainik Jagran,India,Killed,Murder,"October 21, 2017",https://cpj.org/data/people/rajesh-mishra-2/,Journalist,Confirmed,
Rajesh Mishra,Media Raj,India,Killed,Murder,"March 1, 2012",https://cpj.org/data/people/rajesh-mishra/,Journalist,Confirmed,
Rajesh Verma,IBN 7,India,Killed,Dangerous Assignment,"September 7, 2013",https://cpj.org/data/people/rajesh-verma/,Journalist,Confirmed,
Rakesh Sharma,Aaj,India,Killed,Murder,"August 23, 2013",https://cpj.org/data/people/rakesh-sharma/,Journalist,Confirmed,
Rakesh Singh,Rashtriya Swaroop,India,Killed,Murder,"November 28, 2020",https://cpj.org/data/people/rakesh-singh/,Journalist,Confirmed,
Ralikonelo Joki,Ts’enolo FM,Lesotho,Killed,Murder,"May 14, 2023",https://cpj.org/data/people/ralikonelo-joki/,Journalist,Confirmed,
Ram Chander Chaterpatti,Poora Sach,India,Killed,Murder,"November 21, 2002",https://cpj.org/data/people/ram-chander-chaterpatti/,Journalist,Confirmed,
Ram Singh Biling,"Azdi Awaz, Daily Ajit",India,Killed,Dangerous Assignment,"January 3, 1992",https://cpj.org/data/people/ram-singh-biling/,Journalist,Confirmed,
Raman Kashyap,Sadhna Plus TV,India,Killed,Dangerous Assignment,"October 3, 2021",https://cpj.org/data/people/raman-kashyap/,Journalist,Confirmed,
Rami Al Refee,Freelance,Israel and the Occupied Palestinian Territory,Killed,Murder,"July 31, 2024",https://cpj.org/data/people/rami-al-refee/,Journalist,Confirmed,
Rami al-Sayed,Freelance,Syria,Killed,Crossfire,"February 21, 2012",https://cpj.org/data/people/rami-al-sayed/,Journalist,Confirmed,
Rami Asmi,Orient News,Syria,Killed,Crossfire,"December 8, 2014",https://cpj.org/data/people/rami-asmi/,Journalist,Confirmed,
Rami Rayan,Palestine Network for Press and Media,Israel and the Occupied Palestinian Territory,Killed,Crossfire,"July 30, 2014",https://cpj.org/data/people/rami-rayan/,Journalist,Confirmed,
Ramiz Ahmadi,TOLO News,Afghanistan,Killed,Dangerous Assignment,"September 5, 2018",https://cpj.org/data/people/ramiz-ahmadi/,Journalist,Confirmed,
Ramzan Khadzhiev,Russian Public TV (ORT),Russia,Killed,Murder,"August 11, 1996",https://cpj.org/data/people/ramzan-khadzhiev/,Journalist,Confirmed,
Ramzan Mezhidov,TV Tsentr,Russia,Killed,Crossfire,"October 29, 1999",https://cpj.org/data/people/ramzan-mezhidov/,Journalist,Confirmed,
Randa George,Raja FM,South Sudan,Killed,Murder,"January 25, 2015",https://cpj.org/data/people/randa-george/,Journalist,Confirmed,
Rasheed Albably,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"June 6, 2024",https://cpj.org/data/people/rasheed-albably/,Journalist,Confirmed,
Rasheed Bakr,"Al-Mohrar Media Network,Syria 1 News Agency",Syria,Killed,Crossfire,"October 26, 2020",https://cpj.org/data/people/rasheed-bakr/,Journalist,Confirmed,
Rashid Hamid Wali,Al-Jazeera,Iraq,Killed,Crossfire,"May 21, 2004",https://cpj.org/data/people/rashid-hamid-wali/,Journalist,Confirmed,
Rashmi Mohamed,Sirasa TV,Sri Lanka,Killed,Dangerous Assignment,"October 6, 2008",https://cpj.org/data/people/rashmi-mohamed/,Journalist,Confirmed,
Razzaq Gul,Express News TV,Pakistan,Killed,Murder,"May 19, 2012",https://cpj.org/data/people/razzaq-gul/,Journalist,Confirmed,
Regina Martínez Pérez,Proceso,Mexico,Killed,Murder,"April 28, 2012",https://cpj.org/data/people/regina-martinez-perez/,Journalist,Confirmed,
Rehmatullah Abid,"Dunya News TV, Intikhaab",Pakistan,Killed,Murder,"November 18, 2012",https://cpj.org/data/people/rehmatullah-abid/,Journalist,Confirmed,
Reinaldo Coutinho da Silva,Cachoeiras Jornal,Brazil,Killed,Murder,"August 29, 1995",https://cpj.org/data/people/reinaldo-coutinho-da-silva/,Journalist,Confirmed,
Relangi Selvarajah,Sri Lanka Rupavahini Corp.,Sri Lanka,Killed,Murder,"August 12, 2005",https://cpj.org/data/people/relangi-selvarajah/,Journalist,Confirmed,
Rémi Ochlik,Freelance,Syria,Killed,Murder,"February 22, 2012",https://cpj.org/data/people/remi-ochlik/,Journalist,Confirmed,
Renante Cortes,dyRB Radio,Philippines,Killed,Murder,"July 22, 2021",https://cpj.org/data/people/renante-cortes/,Journalist,Confirmed,
Renato Blanco,Power 102.1 DYRY RFM Mabinay,Philippines,Killed,Murder,"September 18, 2022",https://cpj.org/data/people/renato-blanco/,Journalist,Confirmed,
Rex Cornelio Pepino,Original Energy 93.7 FM,Philippines,Killed,Murder,"May 20, 2020",https://cpj.org/data/people/rex-cornelio-pepino/,Journalist,Confirmed,
Rey Bancayrin,Radio DXLL,Philippines,Killed,Murder,"March 30, 1998",https://cpj.org/data/people/rey-bancayrin/,Journalist,Confirmed,
Rey Merisco,Periodico Ini,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/rey-merisco/,Journalist,Confirmed,
Reynaldo Momay,Midland Review,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/reynaldo-momay/,Journalist,Confirmed,
Riad al-Saray,Al-Iraqiya,Iraq,Killed,Murder,"September 7, 2010",https://cpj.org/data/people/riad-al-saray/,Journalist,Confirmed,
Ricardo de Mello,Imparcial Fax,Angola,Killed,Murder,"January 18, 1995",https://cpj.org/data/people/ricardo-de-mello/,Journalist,Confirmed,
Ricardo Domínguez López,InfoGuaymas,Mexico,Killed,Murder,"July 22, 2021",https://cpj.org/data/people/ricardo-dominguez-lopez/,Journalist,Confirmed,
Ricardo Gangeme,El Informador Chubutense,Argentina,Killed,Murder,"May 13, 1999",https://cpj.org/data/people/ricardo-gangeme/,Journalist,Confirmed,
Ricardo Ortega,Antena 3,Haiti,Killed,Dangerous Assignment,"March 7, 2004",https://cpj.org/data/people/ricardo-ortega/,Journalist,Confirmed,
Richard Wild,Freelance,Iraq,Killed,Murder,"July 5, 2003",https://cpj.org/data/people/richard-wild/,Journalist,Confirmed,
Rico Ramirez,DXSF Radio,Philippines,Killed,Murder,"August 20, 2003",https://cpj.org/data/people/rico-ramirez/,Journalist,Confirmed,
Ridwan Salamun,Sun TV,Indonesia,Killed,Murder,"August 21, 2010",https://cpj.org/data/people/ridwan-salamun/,Journalist,Confirmed,
Riyad Muhammad Ali,Talafar al-Yawm,Iraq,Killed,Murder,"July 30, 2006",https://cpj.org/data/people/riyad-muhammad-ali/,Journalist,Confirmed,
Rizq Al-Gharabli,Palestinian Information Center,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"February 6, 2024",https://cpj.org/data/people/rizq-al-gharabli/,Journalist,Confirmed,
Rob Hiaasen,Capital Gazette,USA,Killed,Murder,"June 28, 2018",https://cpj.org/data/people/rob-hiaasen/,Journalist,Confirmed,
Robenson Laraque,Tele Contact,Haiti,Killed,Dangerous Assignment,"April 4, 2005",https://cpj.org/data/people/robenson-laraque/,Journalist,Confirmed,
Robert Stevens,The Sun,USA,Killed,Murder,"October 5, 2001",https://cpj.org/data/people/robert-stevens/,Journalist,Confirmed,
Roberto Fraile,93 Metros,Burkina Faso,Killed,Murder,"April 26, 2021",https://cpj.org/data/people/roberto-fraile/,Journalist,Confirmed,
Roberto Marcos García,Testimonio and Alarma,Mexico,Killed,Murder,"November 21, 2006",https://cpj.org/data/people/roberto-marcos-garcia/,Journalist,Confirmed,
Roberto Martínez,Prensa Libre,Guatemala,Killed,Dangerous Assignment,"April 27, 2000",https://cpj.org/data/people/roberto-martinez/,Journalist,Confirmed,
Roddy Scott,Frontline,Russia,Killed,Crossfire,"September 26, 2002",https://cpj.org/data/people/roddy-scott/,Journalist,Confirmed,
Rodolfo Julio Torres,Emisora Fuentes,Colombia,Killed,Murder,"October 21, 1999",https://cpj.org/data/people/rodolfo-julio-torres/,Journalist,Confirmed,
Rodolfo Rincón Taracena,Tabasco Hoy,Mexico,Killed,Murder,"January 20, 2007",https://cpj.org/data/people/rodolfo-rincon-taracena/,Journalist,Confirmed,
Rodrigo Neto,Rádio Vanguarda and Vale do Aço,Brazil,Killed,Murder,"March 8, 2013",https://cpj.org/data/people/rodrigo-neto/,Journalist,Confirmed,
Roee Idan,Ynet,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 20, 2023",https://cpj.org/data/people/roee-idan/,Journalist,Confirmed,
"Rogelio ""Roger"" Mariano",Radyo Natin-Aksyon Radyo,Philippines,Killed,Murder,"July 31, 2004",https://cpj.org/data/people/rogelio-roger-mariano/,Journalist,Confirmed,
Rohat Aktaş,Azadiya Welat,Turkey,Killed,Unknown,"January 30, 2016",https://cpj.org/data/people/rohat-aktas/,Journalist,Confirmed,
Rohit Biswal,Dharitri,India,Killed,Dangerous Assignment,"February 5, 2022",https://cpj.org/data/people/rohit-biswal/,Journalist,Confirmed,
Roland Ureta,Radio DYKR,Philippines,Killed,Murder,"January 3, 2001",https://cpj.org/data/people/roland-ureta/,Journalist,Confirmed,
"Rolando ""Dodong"" Morales",DXMD,Philippines,Killed,Murder,"July 3, 2005",https://cpj.org/data/people/rolando-dodong-morales/,Journalist,Confirmed,
Romeo (or Romy) Binungcal,Remate and Bulgar,Philippines,Killed,Murder,"September 29, 2004",https://cpj.org/data/people/romeo-or-romy-binungcal/,Journalist,Confirmed,
Romeo Jimmy Cabillo,Midland Review,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/romeo-jimmy-cabillo/,Journalist,Confirmed,
Romeo Lagaspi,Voice of Zambales,Philippines,Killed,Murder,"January 11, 1993",https://cpj.org/data/people/romeo-lagaspi/,Journalist,Confirmed,
Romeo Olea,DWEB,Philippines,Killed,Murder,"June 13, 2011",https://cpj.org/data/people/romeo-olea/,Journalist,Confirmed,
Ronnie Perante,Gold Star Daily,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/ronnie-perante/,Journalist,Confirmed,
Roohollah Zam,Amad News,Iran,Killed,Murder,"December 12, 2020",https://cpj.org/data/people/roohollah-zam/,Journalist,Confirmed,
Rory Peck,ARD Television Company,Russia,Killed,Dangerous Assignment,"October 3, 1993",https://cpj.org/data/people/rory-peck/,Journalist,Confirmed,
Rosell Morales,News Focus,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/rosell-morales/,Journalist,Confirmed,
Roshdi Sarraj,Ain Media,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 22, 2023",https://cpj.org/data/people/roshdi-sarraj/,Journalist,Confirmed,
Rowell Endrinal,DZRC,Philippines,Killed,Murder,"February 11, 2004",https://cpj.org/data/people/rowell-endrinal/,Journalist,Confirmed,
Rubello Bataluna,Gold Star Daily,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/rubello-bataluna/,Journalist,Confirmed,
Rubén Espinosa Becerril,"Proceso, AVC Noticias, Cuartoscuro",Mexico,Killed,Murder,"July 31, 2015",https://cpj.org/data/people/ruben-espinosa-becerril/,Journalist,Confirmed,
Rubylita Garcia,"Remate, dwAD",Philippines,Killed,Murder,"April 6, 2014",https://cpj.org/data/people/rubylita-garcia/,Journalist,Confirmed,
Rupert Hamer,Sunday Mirror,Afghanistan,Killed,Crossfire,"January 10, 2010",https://cpj.org/data/people/rupert-hamer/,Journalist,Confirmed,
Ruperto Armenta Gerardo,El Regional,Mexico,Killed,Murder,"February 5, 1995",https://cpj.org/data/people/ruperto-armenta-gerardo/,Journalist,Confirmed,
S. Gangadhara Raju,Eenadu Television (E-TV),India,Killed,Dangerous Assignment,"November 19, 1997",https://cpj.org/data/people/s-gangadhara-raju/,Journalist,Confirmed,
S. Krishna,Eenadu Television (E-TV),India,Killed,Dangerous Assignment,"November 19, 1997",https://cpj.org/data/people/s-krishna/,Journalist,Confirmed,
Saad Ahmed,Hawar News Agency (ANHA),Syria,Killed,Crossfire,"October 13, 2019",https://cpj.org/data/people/saad-ahmed/,Journalist,Confirmed,
Saad Bakhtaoui,El-Minbar,Algeria,Killed,Murder,"September 10, 1993",https://cpj.org/data/people/saad-bakhtaoui/,Journalist,Confirmed,
Saadi Madoukh,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"July 5, 2024",https://cpj.org/data/people/saadi-madoukh/,Journalist,Confirmed,
Sabah al-Bazi,Al-Arabiya,Iraq,Killed,Dangerous Assignment,"March 29, 2011",https://cpj.org/data/people/sabah-al-bazi/,Journalist,Confirmed,
Sabawoon Kakar,"Radio Azadi,Radio Free Europe/Radio Liberty",Afghanistan,Killed,Murder,"April 30, 2018",https://cpj.org/data/people/sabawoon-kakar/,Journalist,Confirmed,
Sadrul Alam Nipul,Dainik Mathabhanga,Bangladesh,Killed,Murder,"May 21, 2014",https://cpj.org/data/people/sadrul-alam-nipul/,Journalist,Confirmed,
Saed Abu Nabhan,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"January 10, 2025",https://cpj.org/data/people/saed-abu-nabhan/,Journalist,Confirmed,
Saed Al-Halabi,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 25, 2023",https://cpj.org/data/people/saed-al-halabi/,Journalist,Confirmed,
Saed Mahdi Shlash,Rayat al-Arab,Iraq,Killed,Murder,"October 26, 2006",https://cpj.org/data/people/saed-mahdi-shlash/,Journalist,Confirmed,
Saed Radwan,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 27, 2024",https://cpj.org/data/people/saed-radwan/,Journalist,Confirmed,
Saeed al-Taweel,Al-Khamsa News,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 9, 2023",https://cpj.org/data/people/saeed-al-taweel/,Journalist,Confirmed,
Saeed Karimian,GEM TV,Turkey,Killed,Murder,"April 29, 2017",https://cpj.org/data/people/saeed-karimian/,Journalist,Confirmed,
Safa al-Din Abdel Hamid,Al-Mosuliya,Iraq,Killed,Murder,"September 8, 2010",https://cpj.org/data/people/safa-al-din-abdel-hamid/,Journalist,Confirmed,
Safa Isma'il Enad,Freelance,Iraq,Killed,Murder,"September 13, 2006",https://cpj.org/data/people/safa-ismail-enad/,Journalist,Confirmed,
Safaa Ghali,Dijlah TV,Iraq,Killed,Dangerous Assignment,"January 10, 2020",https://cpj.org/data/people/safaa-ghali/,Journalist,Confirmed,
Safir Nader,Qulan TV,Iraq,Killed,Crossfire,"February 1, 2004",https://cpj.org/data/people/safir-nader/,Journalist,Confirmed,
Sagal Salad Osman,Radio Mogadishu,Somalia,Killed,Murder,"June 5, 2016",https://cpj.org/data/people/sagal-salad-osman/,Journalist,Confirmed,
Sahar Hussein Ali al-Haydari,National Iraqi News Agency and Aswat al-Iraq,Iraq,Killed,Murder,"June 7, 2007",https://cpj.org/data/people/sahar-hussein-ali-al-haydari/,Journalist,Confirmed,
Saher Akram Rayan,WAFA,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"March 25, 2024",https://cpj.org/data/people/saher-akram-rayan/,Journalist,Confirmed,
Sai Reddy,Deshbandhu,India,Killed,Murder,"December 6, 2013",https://cpj.org/data/people/sai-reddy/,Journalist,Confirmed,
Sai Win Aung (A Sai K),Federal News Journal,Myanmar,Killed,Crossfire,"December 25, 2021",https://cpj.org/data/people/sai-win-aung-a-sai-k/,Journalist,Confirmed,
Saïd Brahimi,Algerian State Television,Algeria,Killed,Murder,"September 9, 1995",https://cpj.org/data/people/said-brahimi/,Journalist,Confirmed,
Said Mekbel,Le Matin,Algeria,Killed,Murder,"December 4, 1994",https://cpj.org/data/people/said-mekbel/,Journalist,Confirmed,
Said Tahlil Ahmed,HornAfrik,Somalia,Killed,Murder,"February 2, 2009",https://cpj.org/data/people/said-tahlil-ahmed/,Journalist,Confirmed,
Saïd Tazrout,Le Matin,Algeria,Killed,Murder,"September 3, 1995",https://cpj.org/data/people/said-tazrout/,Journalist,Confirmed,
Saïda Djebaili,Al-Hayat al-Arabia,Algeria,Killed,Murder,"October 17, 1995",https://cpj.org/data/people/saida-djebaili/,Journalist,Confirmed,
Saidan Shafi,Doordarshan TV,India,Killed,Murder,"March 16, 1997",https://cpj.org/data/people/saidan-shafi/,Journalist,Confirmed,
Saidmurod Yerov,Farkhang,Tajikistan,Killed,Murder,"January 1, 1993",https://cpj.org/data/people/saidmurod-yerov/,Journalist,Confirmed,
Saif Laith Yousuf,ABC News,Iraq,Killed,Murder,"May 17, 2007",https://cpj.org/data/people/saif-laith-yousuf/,Journalist,Confirmed,
Saif Talal,Al-Sharqiya,Iraq,Killed,Murder,"January 12, 2016",https://cpj.org/data/people/saif-talal/,Journalist,Confirmed,
Saif ur Rehman,Samaa TV,Pakistan,Killed,Dangerous Assignment,"January 10, 2013",https://cpj.org/data/people/saif-ur-rehman/,Journalist,Confirmed,
Saiful Alam Mukul,Daily Runner,Bangladesh,Killed,Murder,"August 30, 1998",https://cpj.org/data/people/saiful-alam-mukul/,Journalist,Confirmed,
Sajid Tanoli,Shumal,Pakistan,Killed,Murder,"January 29, 2004",https://cpj.org/data/people/sajid-tanoli/,Journalist,Confirmed,
Salah al-Din Hassan,Shaab Masr,Egypt,Killed,Dangerous Assignment,"June 29, 2013",https://cpj.org/data/people/salah-al-din-hassan/,Journalist,Confirmed,
Salam Mema,Palestinian Media Assembly,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 13, 2023",https://cpj.org/data/people/salam-mema/,Journalist,Confirmed,
Saleem Shahzad,Asia Times Online,Pakistan,Killed,Murder,"May 29, 2011",https://cpj.org/data/people/saleem-shahzad/,Journalist,Confirmed,
Saleem Talash,Mashal TV,Afghanistan,Killed,Murder,"April 30, 2018",https://cpj.org/data/people/saleem-talash/,Journalist,Confirmed,
Saleh Ayyad Hafyana,Fassato News Agency,Libya,Killed,Dangerous Assignment,"November 18, 2013",https://cpj.org/data/people/saleh-ayyad-hafyana/,Journalist,Confirmed,
Saleh Ibrahim,Associated Press Television News,Iraq,Killed,Crossfire,"April 23, 2005",https://cpj.org/data/people/saleh-ibrahim/,Journalist,Confirmed,
Salem Khalil,Orient News,Syria,Killed,Crossfire,"December 8, 2014",https://cpj.org/data/people/salem-khalil/,Journalist,Confirmed,
